datasetId;startTime;endTime;value
247;2025-04-21T17:45:00.000Z;2025-04-21T18:00:00.000Z;0
247;2025-04-21T17:30:00.000Z;2025-04-21T17:45:00.000Z;8.1
247;2025-04-21T17:15:00.000Z;2025-04-21T17:30:00.000Z;16.3
247;2025-04-21T17:00:00.000Z;2025-04-21T17:15:00.000Z;24.4
247;2025-04-21T16:45:00.000Z;2025-04-21T17:00:00.000Z;52.8
247;2025-04-21T16:30:00.000Z;2025-04-21T16:45:00.000Z;72.3
247;2025-04-21T16:15:00.000Z;2025-04-21T16:30:00.000Z;91.7
247;2025-04-21T16:00:00.000Z;2025-04-21T16:15:00.000Z;111.2
247;2025-04-21T15:45:00.000Z;2025-04-21T16:00:00.000Z;136
247;2025-04-21T15:30:00.000Z;2025-04-21T15:45:00.000Z;157.2
247;2025-04-21T15:15:00.000Z;2025-04-21T15:30:00.000Z;178.5
247;2025-04-21T15:00:00.000Z;2025-04-21T15:15:00.000Z;199.7
247;2025-04-21T14:45:00.000Z;2025-04-21T15:00:00.000Z;223.9
247;2025-04-21T14:30:00.000Z;2025-04-21T14:45:00.000Z;242.5
247;2025-04-21T14:15:00.000Z;2025-04-21T14:30:00.000Z;261
247;2025-04-21T14:00:00.000Z;2025-04-21T14:15:00.000Z;279.6
247;2025-04-21T13:45:00.000Z;2025-04-21T14:00:00.000Z;297.1
247;2025-04-21T13:30:00.000Z;2025-04-21T13:45:00.000Z;309.8
247;2025-04-21T13:15:00.000Z;2025-04-21T13:30:00.000Z;322.5
247;2025-04-21T13:00:00.000Z;2025-04-21T13:15:00.000Z;335.2
247;2025-04-21T12:45:00.000Z;2025-04-21T13:00:00.000Z;347.8
247;2025-04-21T12:30:00.000Z;2025-04-21T12:45:00.000Z;351.5
247;2025-04-21T12:15:00.000Z;2025-04-21T12:30:00.000Z;355.3
247;2025-04-21T12:00:00.000Z;2025-04-21T12:15:00.000Z;359
247;2025-04-21T11:45:00.000Z;2025-04-21T12:00:00.000Z;359
247;2025-04-21T11:30:00.000Z;2025-04-21T11:45:00.000Z;359
247;2025-04-21T11:15:00.000Z;2025-04-21T11:30:00.000Z;359
247;2025-04-21T11:00:00.000Z;2025-04-21T11:15:00.000Z;359
247;2025-04-21T10:45:00.000Z;2025-04-21T11:00:00.000Z;362.1
247;2025-04-21T10:30:00.000Z;2025-04-21T10:45:00.000Z;363.7
247;2025-04-21T10:15:00.000Z;2025-04-21T10:30:00.000Z;363.7
247;2025-04-21T10:00:00.000Z;2025-04-21T10:15:00.000Z;362.1
247;2025-04-21T09:45:00.000Z;2025-04-21T10:00:00.000Z;357.1
247;2025-04-21T09:30:00.000Z;2025-04-21T09:45:00.000Z;349.6
247;2025-04-21T09:15:00.000Z;2025-04-21T09:30:00.000Z;342.1
247;2025-04-21T09:00:00.000Z;2025-04-21T09:15:00.000Z;334.7
247;2025-04-21T08:45:00.000Z;2025-04-21T09:00:00.000Z;321.7
247;2025-04-21T08:30:00.000Z;2025-04-21T08:45:00.000Z;309.3
247;2025-04-21T08:15:00.000Z;2025-04-21T08:30:00.000Z;297
247;2025-04-21T08:00:00.000Z;2025-04-21T08:15:00.000Z;284.6
247;2025-04-21T07:45:00.000Z;2025-04-21T08:00:00.000Z;269.7
247;2025-04-21T07:30:00.000Z;2025-04-21T07:45:00.000Z;254.5
247;2025-04-21T07:15:00.000Z;2025-04-21T07:30:00.000Z;239.2
247;2025-04-21T07:00:00.000Z;2025-04-21T07:15:00.000Z;224
247;2025-04-21T06:45:00.000Z;2025-04-21T07:00:00.000Z;206.1
247;2025-04-21T06:30:00.000Z;2025-04-21T06:45:00.000Z;189.6
247;2025-04-21T06:15:00.000Z;2025-04-21T06:30:00.000Z;173.2
247;2025-04-21T06:00:00.000Z;2025-04-21T06:15:00.000Z;156.7
247;2025-04-21T05:45:00.000Z;2025-04-21T06:00:00.000Z;138.6
247;2025-04-21T05:30:00.000Z;2025-04-21T05:45:00.000Z;123
247;2025-04-21T05:15:00.000Z;2025-04-21T05:30:00.000Z;107.5
247;2025-04-21T05:00:00.000Z;2025-04-21T05:15:00.000Z;91.9
247;2025-04-21T04:45:00.000Z;2025-04-21T05:00:00.000Z;75.9
247;2025-04-21T04:30:00.000Z;2025-04-21T04:45:00.000Z;63.3
247;2025-04-21T04:15:00.000Z;2025-04-21T04:30:00.000Z;50.7
247;2025-04-21T04:00:00.000Z;2025-04-21T04:15:00.000Z;38.1
247;2025-04-21T03:45:00.000Z;2025-04-21T04:00:00.000Z;25.1
247;2025-04-21T03:30:00.000Z;2025-04-21T03:45:00.000Z;18
247;2025-04-21T03:15:00.000Z;2025-04-21T03:30:00.000Z;10.8
247;2025-04-21T03:00:00.000Z;2025-04-21T03:15:00.000Z;3.7
247;2025-04-21T02:45:00.000Z;2025-04-21T03:00:00.000Z;0
247;2025-04-21T02:30:00.000Z;2025-04-21T02:45:00.000Z;0
247;2025-04-21T02:15:00.000Z;2025-04-21T02:30:00.000Z;0
247;2025-04-21T02:00:00.000Z;2025-04-21T02:15:00.000Z;0
247;2025-04-21T01:45:00.000Z;2025-04-21T02:00:00.000Z;0
247;2025-04-21T01:30:00.000Z;2025-04-21T01:45:00.000Z;0
247;2025-04-21T01:15:00.000Z;2025-04-21T01:30:00.000Z;0
247;2025-04-21T01:00:00.000Z;2025-04-21T01:15:00.000Z;0
247;2025-04-21T00:45:00.000Z;2025-04-21T01:00:00.000Z;0
247;2025-04-21T00:30:00.000Z;2025-04-21T00:45:00.000Z;0
247;2025-04-21T00:15:00.000Z;2025-04-21T00:30:00.000Z;0
247;2025-04-21T00:00:00.000Z;2025-04-21T00:15:00.000Z;0
247;2025-04-20T23:45:00.000Z;2025-04-21T00:00:00.000Z;0
247;2025-04-20T23:30:00.000Z;2025-04-20T23:45:00.000Z;0
247;2025-04-20T23:15:00.000Z;2025-04-20T23:30:00.000Z;0
247;2025-04-20T23:00:00.000Z;2025-04-20T23:15:00.000Z;0
247;2025-04-20T22:45:00.000Z;2025-04-20T23:00:00.000Z;0
247;2025-04-20T22:30:00.000Z;2025-04-20T22:45:00.000Z;0
247;2025-04-20T22:15:00.000Z;2025-04-20T22:30:00.000Z;0
247;2025-04-20T22:00:00.000Z;2025-04-20T22:15:00.000Z;0
247;2025-04-20T21:45:00.000Z;2025-04-20T22:00:00.000Z;0
247;2025-04-20T21:30:00.000Z;2025-04-20T21:45:00.000Z;0
247;2025-04-20T21:15:00.000Z;2025-04-20T21:30:00.000Z;0
247;2025-04-20T21:00:00.000Z;2025-04-20T21:15:00.000Z;0
247;2025-04-20T20:45:00.000Z;2025-04-20T21:00:00.000Z;0
247;2025-04-20T20:30:00.000Z;2025-04-20T20:45:00.000Z;0
247;2025-04-20T20:15:00.000Z;2025-04-20T20:30:00.000Z;0
247;2025-04-20T20:00:00.000Z;2025-04-20T20:15:00.000Z;0
247;2025-04-20T19:45:00.000Z;2025-04-20T20:00:00.000Z;0
247;2025-04-20T19:30:00.000Z;2025-04-20T19:45:00.000Z;0
247;2025-04-20T19:15:00.000Z;2025-04-20T19:30:00.000Z;0
247;2025-04-20T19:00:00.000Z;2025-04-20T19:15:00.000Z;0
247;2025-04-20T18:45:00.000Z;2025-04-20T19:00:00.000Z;0
247;2025-04-20T18:30:00.000Z;2025-04-20T18:45:00.000Z;0
247;2025-04-20T18:15:00.000Z;2025-04-20T18:30:00.000Z;0
247;2025-04-20T18:00:00.000Z;2025-04-20T18:15:00.000Z;0
247;2025-04-20T17:45:00.000Z;2025-04-20T18:00:00.000Z;0
247;2025-04-20T17:30:00.000Z;2025-04-20T17:45:00.000Z;4.1
247;2025-04-20T17:15:00.000Z;2025-04-20T17:30:00.000Z;8.2
247;2025-04-20T17:00:00.000Z;2025-04-20T17:15:00.000Z;12.3
247;2025-04-20T16:45:00.000Z;2025-04-20T17:00:00.000Z;20.5
247;2025-04-20T16:30:00.000Z;2025-04-20T16:45:00.000Z;31
247;2025-04-20T16:15:00.000Z;2025-04-20T16:30:00.000Z;41.6
247;2025-04-20T16:00:00.000Z;2025-04-20T16:15:00.000Z;52.1
247;2025-04-20T15:45:00.000Z;2025-04-20T16:00:00.000Z;71.8
247;2025-04-20T15:30:00.000Z;2025-04-20T15:45:00.000Z;84.3
247;2025-04-20T15:15:00.000Z;2025-04-20T15:30:00.000Z;96.8
247;2025-04-20T15:00:00.000Z;2025-04-20T15:15:00.000Z;109.2
247;2025-04-20T14:45:00.000Z;2025-04-20T15:00:00.000Z;120
247;2025-04-20T14:30:00.000Z;2025-04-20T14:45:00.000Z;130.6
247;2025-04-20T14:15:00.000Z;2025-04-20T14:30:00.000Z;141.3
247;2025-04-20T14:00:00.000Z;2025-04-20T14:15:00.000Z;152
247;2025-04-20T13:45:00.000Z;2025-04-20T14:00:00.000Z;156.6
247;2025-04-20T13:30:00.000Z;2025-04-20T13:45:00.000Z;169.4
247;2025-04-20T13:15:00.000Z;2025-04-20T13:30:00.000Z;182.2
247;2025-04-20T13:00:00.000Z;2025-04-20T13:15:00.000Z;195
247;2025-04-20T12:45:00.000Z;2025-04-20T13:00:00.000Z;221.7
247;2025-04-20T12:30:00.000Z;2025-04-20T12:45:00.000Z;232.7
247;2025-04-20T12:15:00.000Z;2025-04-20T12:30:00.000Z;243.8
247;2025-04-20T12:00:00.000Z;2025-04-20T12:15:00.000Z;254.8
247;2025-04-20T11:45:00.000Z;2025-04-20T12:00:00.000Z;254.8
247;2025-04-20T11:30:00.000Z;2025-04-20T11:45:00.000Z;261.9
247;2025-04-20T11:15:00.000Z;2025-04-20T11:30:00.000Z;266.5
247;2025-04-20T11:00:00.000Z;2025-04-20T11:15:00.000Z;273.5
247;2025-04-20T10:45:00.000Z;2025-04-20T11:00:00.000Z;294.9
247;2025-04-20T10:30:00.000Z;2025-04-20T10:45:00.000Z;297
247;2025-04-20T10:15:00.000Z;2025-04-20T10:30:00.000Z;298.4
247;2025-04-20T10:00:00.000Z;2025-04-20T10:15:00.000Z;300.6
247;2025-04-20T09:45:00.000Z;2025-04-20T10:00:00.000Z;300.6
247;2025-04-20T09:30:00.000Z;2025-04-20T09:45:00.000Z;302
247;2025-04-20T09:15:00.000Z;2025-04-20T09:30:00.000Z;302
247;2025-04-20T09:00:00.000Z;2025-04-20T09:15:00.000Z;300.6
247;2025-04-20T08:45:00.000Z;2025-04-20T09:00:00.000Z;292
247;2025-04-20T08:30:00.000Z;2025-04-20T08:45:00.000Z;286.1
247;2025-04-20T08:15:00.000Z;2025-04-20T08:30:00.000Z;280.3
247;2025-04-20T08:00:00.000Z;2025-04-20T08:15:00.000Z;274.4
247;2025-04-20T07:45:00.000Z;2025-04-20T08:00:00.000Z;270.3
247;2025-04-20T07:30:00.000Z;2025-04-20T07:45:00.000Z;259.5
247;2025-04-20T07:15:00.000Z;2025-04-20T07:30:00.000Z;248.7
247;2025-04-20T07:00:00.000Z;2025-04-20T07:15:00.000Z;237.8
247;2025-04-20T06:45:00.000Z;2025-04-20T07:00:00.000Z;219.3
247;2025-04-20T06:30:00.000Z;2025-04-20T06:45:00.000Z;204.1
247;2025-04-20T06:15:00.000Z;2025-04-20T06:30:00.000Z;189
247;2025-04-20T06:00:00.000Z;2025-04-20T06:15:00.000Z;173.8
247;2025-04-20T05:45:00.000Z;2025-04-20T06:00:00.000Z;156.4
247;2025-04-20T05:30:00.000Z;2025-04-20T05:45:00.000Z;140.7
247;2025-04-20T05:15:00.000Z;2025-04-20T05:30:00.000Z;125
247;2025-04-20T05:00:00.000Z;2025-04-20T05:15:00.000Z;109.3
247;2025-04-20T04:45:00.000Z;2025-04-20T05:00:00.000Z;92
247;2025-04-20T04:30:00.000Z;2025-04-20T04:45:00.000Z;77.9
247;2025-04-20T04:15:00.000Z;2025-04-20T04:30:00.000Z;63.8
247;2025-04-20T04:00:00.000Z;2025-04-20T04:15:00.000Z;49.7
247;2025-04-20T03:45:00.000Z;2025-04-20T04:00:00.000Z;33.2
247;2025-04-20T03:30:00.000Z;2025-04-20T03:45:00.000Z;24.3
247;2025-04-20T03:15:00.000Z;2025-04-20T03:30:00.000Z;15.5
247;2025-04-20T03:00:00.000Z;2025-04-20T03:15:00.000Z;6.6
247;2025-04-20T02:45:00.000Z;2025-04-20T03:00:00.000Z;0
247;2025-04-20T02:30:00.000Z;2025-04-20T02:45:00.000Z;0
247;2025-04-20T02:15:00.000Z;2025-04-20T02:30:00.000Z;0
247;2025-04-20T02:00:00.000Z;2025-04-20T02:15:00.000Z;0
247;2025-04-20T01:45:00.000Z;2025-04-20T02:00:00.000Z;0
247;2025-04-20T01:30:00.000Z;2025-04-20T01:45:00.000Z;0
247;2025-04-20T01:15:00.000Z;2025-04-20T01:30:00.000Z;0
247;2025-04-20T01:00:00.000Z;2025-04-20T01:15:00.000Z;0
247;2025-04-20T00:45:00.000Z;2025-04-20T01:00:00.000Z;0
247;2025-04-20T00:30:00.000Z;2025-04-20T00:45:00.000Z;0
247;2025-04-20T00:15:00.000Z;2025-04-20T00:30:00.000Z;0
247;2025-04-20T00:00:00.000Z;2025-04-20T00:15:00.000Z;0
247;2025-04-19T23:45:00.000Z;2025-04-20T00:00:00.000Z;0
247;2025-04-19T23:30:00.000Z;2025-04-19T23:45:00.000Z;0
247;2025-04-19T23:15:00.000Z;2025-04-19T23:30:00.000Z;0
247;2025-04-19T23:00:00.000Z;2025-04-19T23:15:00.000Z;0
247;2025-04-19T22:45:00.000Z;2025-04-19T23:00:00.000Z;0
247;2025-04-19T22:30:00.000Z;2025-04-19T22:45:00.000Z;0
247;2025-04-19T22:15:00.000Z;2025-04-19T22:30:00.000Z;0
247;2025-04-19T22:00:00.000Z;2025-04-19T22:15:00.000Z;0
247;2025-04-19T21:45:00.000Z;2025-04-19T22:00:00.000Z;0
247;2025-04-19T21:30:00.000Z;2025-04-19T21:45:00.000Z;0
247;2025-04-19T21:15:00.000Z;2025-04-19T21:30:00.000Z;0
247;2025-04-19T21:00:00.000Z;2025-04-19T21:15:00.000Z;0
247;2025-04-19T20:45:00.000Z;2025-04-19T21:00:00.000Z;0
247;2025-04-19T20:30:00.000Z;2025-04-19T20:45:00.000Z;0
247;2025-04-19T20:15:00.000Z;2025-04-19T20:30:00.000Z;0
247;2025-04-19T20:00:00.000Z;2025-04-19T20:15:00.000Z;0
247;2025-04-19T19:45:00.000Z;2025-04-19T20:00:00.000Z;0
247;2025-04-19T19:30:00.000Z;2025-04-19T19:45:00.000Z;0
247;2025-04-19T19:15:00.000Z;2025-04-19T19:30:00.000Z;0
247;2025-04-19T19:00:00.000Z;2025-04-19T19:15:00.000Z;0
247;2025-04-19T18:45:00.000Z;2025-04-19T19:00:00.000Z;0
247;2025-04-19T18:30:00.000Z;2025-04-19T18:45:00.000Z;0
247;2025-04-19T18:15:00.000Z;2025-04-19T18:30:00.000Z;0
247;2025-04-19T18:00:00.000Z;2025-04-19T18:15:00.000Z;0
247;2025-04-19T17:45:00.000Z;2025-04-19T18:00:00.000Z;0
247;2025-04-19T17:30:00.000Z;2025-04-19T17:45:00.000Z;2.3
247;2025-04-19T17:15:00.000Z;2025-04-19T17:30:00.000Z;4.6
247;2025-04-19T17:00:00.000Z;2025-04-19T17:15:00.000Z;6.9
247;2025-04-19T16:45:00.000Z;2025-04-19T17:00:00.000Z;26.6
247;2025-04-19T16:30:00.000Z;2025-04-19T16:45:00.000Z;38.6
247;2025-04-19T16:15:00.000Z;2025-04-19T16:30:00.000Z;50.7
247;2025-04-19T16:00:00.000Z;2025-04-19T16:15:00.000Z;62.8
247;2025-04-19T15:45:00.000Z;2025-04-19T16:00:00.000Z;74.5
247;2025-04-19T15:30:00.000Z;2025-04-19T15:45:00.000Z;91.5
247;2025-04-19T15:15:00.000Z;2025-04-19T15:30:00.000Z;108.5
247;2025-04-19T15:00:00.000Z;2025-04-19T15:15:00.000Z;125.5
247;2025-04-19T14:45:00.000Z;2025-04-19T15:00:00.000Z;147.1
247;2025-04-19T14:30:00.000Z;2025-04-19T14:45:00.000Z;169.5
247;2025-04-19T14:15:00.000Z;2025-04-19T14:30:00.000Z;191.8
247;2025-04-19T14:00:00.000Z;2025-04-19T14:15:00.000Z;214.2
247;2025-04-19T13:45:00.000Z;2025-04-19T14:00:00.000Z;245.6
247;2025-04-19T13:30:00.000Z;2025-04-19T13:45:00.000Z;267.7
247;2025-04-19T13:15:00.000Z;2025-04-19T13:30:00.000Z;289.8
247;2025-04-19T13:00:00.000Z;2025-04-19T13:15:00.000Z;311.9
247;2025-04-19T12:45:00.000Z;2025-04-19T13:00:00.000Z;334.8
247;2025-04-19T12:30:00.000Z;2025-04-19T12:45:00.000Z;349.9
247;2025-04-19T12:15:00.000Z;2025-04-19T12:30:00.000Z;365.1
247;2025-04-19T12:00:00.000Z;2025-04-19T12:15:00.000Z;380.2
247;2025-04-19T11:45:00.000Z;2025-04-19T12:00:00.000Z;387.3
247;2025-04-19T11:30:00.000Z;2025-04-19T11:45:00.000Z;395.7
247;2025-04-19T11:15:00.000Z;2025-04-19T11:30:00.000Z;404.1
247;2025-04-19T11:00:00.000Z;2025-04-19T11:15:00.000Z;412.4
247;2025-04-19T10:45:00.000Z;2025-04-19T11:00:00.000Z;423.2
247;2025-04-19T10:30:00.000Z;2025-04-19T10:45:00.000Z;425.7
247;2025-04-19T10:15:00.000Z;2025-04-19T10:30:00.000Z;425.7
247;2025-04-19T10:00:00.000Z;2025-04-19T10:15:00.000Z;423.2
247;2025-04-19T09:45:00.000Z;2025-04-19T10:00:00.000Z;423.2
247;2025-04-19T09:30:00.000Z;2025-04-19T09:45:00.000Z;419.4
247;2025-04-19T09:15:00.000Z;2025-04-19T09:30:00.000Z;416.9
247;2025-04-19T09:00:00.000Z;2025-04-19T09:15:00.000Z;413.1
247;2025-04-19T08:45:00.000Z;2025-04-19T09:00:00.000Z;376.1
247;2025-04-19T08:30:00.000Z;2025-04-19T08:45:00.000Z;357.5
247;2025-04-19T08:15:00.000Z;2025-04-19T08:30:00.000Z;339
247;2025-04-19T08:00:00.000Z;2025-04-19T08:15:00.000Z;320.4
247;2025-04-19T07:45:00.000Z;2025-04-19T08:00:00.000Z;298.2
247;2025-04-19T07:30:00.000Z;2025-04-19T07:45:00.000Z;279.2
247;2025-04-19T07:15:00.000Z;2025-04-19T07:30:00.000Z;260.3
247;2025-04-19T07:00:00.000Z;2025-04-19T07:15:00.000Z;241.3
247;2025-04-19T06:45:00.000Z;2025-04-19T07:00:00.000Z;226.4
247;2025-04-19T06:30:00.000Z;2025-04-19T06:45:00.000Z;206.5
247;2025-04-19T06:15:00.000Z;2025-04-19T06:30:00.000Z;186.6
247;2025-04-19T06:00:00.000Z;2025-04-19T06:15:00.000Z;166.7
247;2025-04-19T05:45:00.000Z;2025-04-19T06:00:00.000Z;136.8
247;2025-04-19T05:30:00.000Z;2025-04-19T05:45:00.000Z;119.3
247;2025-04-19T05:15:00.000Z;2025-04-19T05:30:00.000Z;101.8
247;2025-04-19T05:00:00.000Z;2025-04-19T05:15:00.000Z;84.3
247;2025-04-19T04:45:00.000Z;2025-04-19T05:00:00.000Z;75.8
247;2025-04-19T04:30:00.000Z;2025-04-19T04:45:00.000Z;63
247;2025-04-19T04:15:00.000Z;2025-04-19T04:30:00.000Z;50.3
247;2025-04-19T04:00:00.000Z;2025-04-19T04:15:00.000Z;37.5
247;2025-04-19T03:45:00.000Z;2025-04-19T04:00:00.000Z;17
247;2025-04-19T03:30:00.000Z;2025-04-19T03:45:00.000Z;11.3
247;2025-04-19T03:15:00.000Z;2025-04-19T03:30:00.000Z;5.7
247;2025-04-19T03:00:00.000Z;2025-04-19T03:15:00.000Z;0
247;2025-04-19T02:45:00.000Z;2025-04-19T03:00:00.000Z;0
247;2025-04-19T02:30:00.000Z;2025-04-19T02:45:00.000Z;0
247;2025-04-19T02:15:00.000Z;2025-04-19T02:30:00.000Z;0
247;2025-04-19T02:00:00.000Z;2025-04-19T02:15:00.000Z;0
247;2025-04-19T01:45:00.000Z;2025-04-19T02:00:00.000Z;0
247;2025-04-19T01:30:00.000Z;2025-04-19T01:45:00.000Z;0
247;2025-04-19T01:15:00.000Z;2025-04-19T01:30:00.000Z;0
247;2025-04-19T01:00:00.000Z;2025-04-19T01:15:00.000Z;0
247;2025-04-19T00:45:00.000Z;2025-04-19T01:00:00.000Z;0
247;2025-04-19T00:30:00.000Z;2025-04-19T00:45:00.000Z;0
247;2025-04-19T00:15:00.000Z;2025-04-19T00:30:00.000Z;0
247;2025-04-19T00:00:00.000Z;2025-04-19T00:15:00.000Z;0
247;2025-04-18T23:45:00.000Z;2025-04-19T00:00:00.000Z;0
247;2025-04-18T23:30:00.000Z;2025-04-18T23:45:00.000Z;0
247;2025-04-18T23:15:00.000Z;2025-04-18T23:30:00.000Z;0
247;2025-04-18T23:00:00.000Z;2025-04-18T23:15:00.000Z;0
247;2025-04-18T22:45:00.000Z;2025-04-18T23:00:00.000Z;0
247;2025-04-18T22:30:00.000Z;2025-04-18T22:45:00.000Z;0
247;2025-04-18T22:15:00.000Z;2025-04-18T22:30:00.000Z;0
247;2025-04-18T22:00:00.000Z;2025-04-18T22:15:00.000Z;0
247;2025-04-18T21:45:00.000Z;2025-04-18T22:00:00.000Z;0
247;2025-04-18T21:30:00.000Z;2025-04-18T21:45:00.000Z;0
247;2025-04-18T21:15:00.000Z;2025-04-18T21:30:00.000Z;0
247;2025-04-18T21:00:00.000Z;2025-04-18T21:15:00.000Z;0
247;2025-04-18T20:45:00.000Z;2025-04-18T21:00:00.000Z;0
247;2025-04-18T20:30:00.000Z;2025-04-18T20:45:00.000Z;0
247;2025-04-18T20:15:00.000Z;2025-04-18T20:30:00.000Z;0
247;2025-04-18T20:00:00.000Z;2025-04-18T20:15:00.000Z;0
247;2025-04-18T19:45:00.000Z;2025-04-18T20:00:00.000Z;0
247;2025-04-18T19:30:00.000Z;2025-04-18T19:45:00.000Z;0
247;2025-04-18T19:15:00.000Z;2025-04-18T19:30:00.000Z;0
247;2025-04-18T19:00:00.000Z;2025-04-18T19:15:00.000Z;0
247;2025-04-18T18:45:00.000Z;2025-04-18T19:00:00.000Z;0
247;2025-04-18T18:30:00.000Z;2025-04-18T18:45:00.000Z;0
247;2025-04-18T18:15:00.000Z;2025-04-18T18:30:00.000Z;0
247;2025-04-18T18:00:00.000Z;2025-04-18T18:15:00.000Z;0
247;2025-04-18T17:45:00.000Z;2025-04-18T18:00:00.000Z;0
247;2025-04-18T17:30:00.000Z;2025-04-18T17:45:00.000Z;0.1
247;2025-04-18T17:15:00.000Z;2025-04-18T17:30:00.000Z;0.2
247;2025-04-18T17:00:00.000Z;2025-04-18T17:15:00.000Z;0.4
247;2025-04-18T16:45:00.000Z;2025-04-18T17:00:00.000Z;30.2
247;2025-04-18T16:30:00.000Z;2025-04-18T16:45:00.000Z;46.7
247;2025-04-18T16:15:00.000Z;2025-04-18T16:30:00.000Z;63.3
247;2025-04-18T16:00:00.000Z;2025-04-18T16:15:00.000Z;79.9
247;2025-04-18T15:45:00.000Z;2025-04-18T16:00:00.000Z;100.2
247;2025-04-18T15:30:00.000Z;2025-04-18T15:45:00.000Z;122
247;2025-04-18T15:15:00.000Z;2025-04-18T15:30:00.000Z;143.7
247;2025-04-18T15:00:00.000Z;2025-04-18T15:15:00.000Z;165.5
247;2025-04-18T14:45:00.000Z;2025-04-18T15:00:00.000Z;193.2
247;2025-04-18T14:30:00.000Z;2025-04-18T14:45:00.000Z;217.3
247;2025-04-18T14:15:00.000Z;2025-04-18T14:30:00.000Z;241.4
247;2025-04-18T14:00:00.000Z;2025-04-18T14:15:00.000Z;265.5
247;2025-04-18T13:45:00.000Z;2025-04-18T14:00:00.000Z;292.7
247;2025-04-18T13:30:00.000Z;2025-04-18T13:45:00.000Z;314.8
247;2025-04-18T13:15:00.000Z;2025-04-18T13:30:00.000Z;336.8
247;2025-04-18T13:00:00.000Z;2025-04-18T13:15:00.000Z;358.8
247;2025-04-18T12:45:00.000Z;2025-04-18T13:00:00.000Z;380.4
247;2025-04-18T12:30:00.000Z;2025-04-18T12:45:00.000Z;397.1
247;2025-04-18T12:15:00.000Z;2025-04-18T12:30:00.000Z;413.7
247;2025-04-18T12:00:00.000Z;2025-04-18T12:15:00.000Z;430.4
247;2025-04-18T11:45:00.000Z;2025-04-18T12:00:00.000Z;456.3
247;2025-04-18T11:30:00.000Z;2025-04-18T11:45:00.000Z;458.4
247;2025-04-18T11:15:00.000Z;2025-04-18T11:30:00.000Z;459.8
247;2025-04-18T11:00:00.000Z;2025-04-18T11:15:00.000Z;461.8
247;2025-04-18T10:45:00.000Z;2025-04-18T11:00:00.000Z;461.8
247;2025-04-18T10:30:00.000Z;2025-04-18T10:45:00.000Z;463.2
247;2025-04-18T10:15:00.000Z;2025-04-18T10:30:00.000Z;463.2
247;2025-04-18T10:00:00.000Z;2025-04-18T10:15:00.000Z;461.8
247;2025-04-18T09:45:00.000Z;2025-04-18T10:00:00.000Z;458.8
247;2025-04-18T09:30:00.000Z;2025-04-18T09:45:00.000Z;447.8
247;2025-04-18T09:15:00.000Z;2025-04-18T09:30:00.000Z;436.8
247;2025-04-18T09:00:00.000Z;2025-04-18T09:15:00.000Z;425.9
247;2025-04-18T08:45:00.000Z;2025-04-18T09:00:00.000Z;397.8
247;2025-04-18T08:30:00.000Z;2025-04-18T08:45:00.000Z;382.4
247;2025-04-18T08:15:00.000Z;2025-04-18T08:30:00.000Z;367
247;2025-04-18T08:00:00.000Z;2025-04-18T08:15:00.000Z;351.6
247;2025-04-18T07:45:00.000Z;2025-04-18T08:00:00.000Z;344.1
247;2025-04-18T07:30:00.000Z;2025-04-18T07:45:00.000Z;327.5
247;2025-04-18T07:15:00.000Z;2025-04-18T07:30:00.000Z;311
247;2025-04-18T07:00:00.000Z;2025-04-18T07:15:00.000Z;294.4
247;2025-04-18T06:45:00.000Z;2025-04-18T07:00:00.000Z;273.7
247;2025-04-18T06:30:00.000Z;2025-04-18T06:45:00.000Z;252.7
247;2025-04-18T06:15:00.000Z;2025-04-18T06:30:00.000Z;231.7
247;2025-04-18T06:00:00.000Z;2025-04-18T06:15:00.000Z;210.7
247;2025-04-18T05:45:00.000Z;2025-04-18T06:00:00.000Z;183.5
247;2025-04-18T05:30:00.000Z;2025-04-18T05:45:00.000Z;162.1
247;2025-04-18T05:15:00.000Z;2025-04-18T05:30:00.000Z;140.6
247;2025-04-18T05:00:00.000Z;2025-04-18T05:15:00.000Z;119.2
247;2025-04-18T04:45:00.000Z;2025-04-18T05:00:00.000Z;97.4
247;2025-04-18T04:30:00.000Z;2025-04-18T04:45:00.000Z;79.7
247;2025-04-18T04:15:00.000Z;2025-04-18T04:30:00.000Z;62
247;2025-04-18T04:00:00.000Z;2025-04-18T04:15:00.000Z;44.2
247;2025-04-18T03:45:00.000Z;2025-04-18T04:00:00.000Z;18.8
247;2025-04-18T03:30:00.000Z;2025-04-18T03:45:00.000Z;12.5
247;2025-04-18T03:15:00.000Z;2025-04-18T03:30:00.000Z;6.3
247;2025-04-18T03:00:00.000Z;2025-04-18T03:15:00.000Z;0
247;2025-04-18T02:45:00.000Z;2025-04-18T03:00:00.000Z;0
247;2025-04-18T02:30:00.000Z;2025-04-18T02:45:00.000Z;0
247;2025-04-18T02:15:00.000Z;2025-04-18T02:30:00.000Z;0
247;2025-04-18T02:00:00.000Z;2025-04-18T02:15:00.000Z;0
247;2025-04-18T01:45:00.000Z;2025-04-18T02:00:00.000Z;0
247;2025-04-18T01:30:00.000Z;2025-04-18T01:45:00.000Z;0
247;2025-04-18T01:15:00.000Z;2025-04-18T01:30:00.000Z;0
247;2025-04-18T01:00:00.000Z;2025-04-18T01:15:00.000Z;0
247;2025-04-18T00:45:00.000Z;2025-04-18T01:00:00.000Z;0
